Formula	Mass	Element	Classification	D00R01	D00R02	D00R03	D00R04	D00R05	D00R06	D03R01	D03R02	D03R03	D03R04	D03R05	D03R06	D06R01	D06R02	D06R03	D06R04	D06R05	D06R06	D09R01	D09R02	D09R03	D09R04	D09R05	D09R06	D12R01	D12R02	D12R03	D12R04	D12R05	D12R06	D24R01	D24R02	D24R03	D24R04	D24R05	D24R06	D48R01	D48R02	D48R03	D48R04	D48R05	D48R06	D96R01	D96R02	D96R03	D96R04	D96R05	D96R06
C25H37O9P	512.217522	CH(O)P	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130779	0	0	0	0	0	3.38E-05	0	0	0	0	0	0	0	0	0	0	0	0.000149984	0	0
C25H38N4S2	458.253788	CH(O)NS	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000178559	0	0	0	0	0	0
C25H38O10	498.2465	CH(O)	unclassified	0.0005714	0.000676743	0.00067844	0.000840576	0.000626035	0.000499691	0	5.24E-05	0	0	0	0	0	0	0	5.79E-05	3.73E-05	0	0	0.000111622	6.55E-05	0.000103574	0.000136784	7.99E-05	0	0	0	0	0	0	0	4.50E-05	0	0	0	0	0	0.000121937	0	0	0	0	0	0	0	0	0	0
C25H38O11	514.241415	CH(O)	unclassified	0.00055857	0.000667154	0.000651947	0.000758443	0.000627907	0.000574104	0	0	0	0	0	0	0	0	5.10E-05	0	0	0	7.49E-05	0	0.000102893	0.000133985	0.000130013	5.20E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H38O12	530.23633	CH(O)	unclassified	0.000360715	0.000424128	0.000398831	0.000383171	0.000396997	0.000350196	0	5.09E-05	0.000121549	8.42E-05	0.000104067	0.000198146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H38O13	546.231245	CH(O)	unclassified	0.000726214	0.000793662	0.000700653	0.000782242	0.000744318	0.000721062	0.000229213	0.0003612	0	0.000139427	0.00041671	0.000733344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H38O14	562.22616	CH(O)	unclassified	0.000417343	0.000502319	0.00046283	0.000407726	0.000459962	0.000459808	0.000226971	0.000235061	0	0	0.000229038	0.000551543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H38O15	578.221075	CH(O)	unclassified	0.000133555	0.000208118	0.000164426	0.000172072	0.000144326	0.000179262	0	0	0.000101593	0	0	5.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H38O16	594.21599	CH(O)	unclassified	0	0.00013052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H38O2N4S2	490.243618	CH(O)NS	lipids	0	0.000109987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H38O6	434.26684	CH(O)	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.90E-05	3.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H38O7	450.261755	CH(O)	lipids	0	0	0	0	0	0	0	0	0	4.00E-05	0	0	3.26E-05	0	3.94E-05	6.13E-05	4.59E-05	3.35E-05	6.27E-05	7.85E-05	6.67E-05	0.000105251	0.000108321	6.89E-05	3.88E-05	4.70E-05	4.52E-05	5.99E-05	4.85E-05	3.83E-05	4.30E-05	7.16E-05	6.08E-05	5.43E-05	0	5.14E-05	0	0	0	0	0	0	0	0	0	0.000163348	0	0
C25H38O7N4	506.274051	CH(O)N	lipids	0	0	0	0	0	0	0	0	0	5.05E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000214467	0	0
C25H38O8	466.25667	CH(O)	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	3.74E-05	0	0	0	0	0	8.18E-05	8.81E-05	9.05E-05	0	0.000127385	0	0	0	3.49E-05	0	0	0	4.90E-05	0	0	0	0	0	0	0	0.000137465	0	0	0	0	0.000143942	0	0	0.00012289	0
C25H38O9	482.251585	CH(O)	unclassified	0	0	0	0	0	0	5.18E-05	4.66E-05	0	5.23E-05	4.21E-05	0	3.20E-05	0	4.10E-05	4.37E-05	0	0	8.17E-05	8.31E-05	0	0.000181587	0.000149257	0	3.43E-05	3.60E-05	0	0	0	0	3.49E-05	5.55E-05	5.14E-05	0	3.37E-05	3.07E-05	0	0.000147167	0	0	0	0	0.000147648	0	0.000203701	0	0.000164917	0
C25H38OS	386.264336	CH(O)S	lipids	0.000149052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H39O10N	513.257399	CH(O)N	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.000141086	0	0	0	0	0	0.000606836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H39O16P	626.197577	CH(O)P	unclassified	0	0	0	0	0	0	0	0	0	0	0	4.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H39O4PS	466.230668	CH(O)PS	lipids	0	0	0	0	0	0	4.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H39O5N3	461.288972	CH(O)N	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.90E-05	0	0	0	0	0	0	0	0	0	0	0
C25H39O7N	465.272654	CH(O)N	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0.002388411	0	0	0	0	0	0.013421734	0.000356793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H39O8N	481.267569	CH(O)N	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.002888658	6.23E-05	0	0	0	0	0.010602253	0.000407053	0	6.75E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H39O9N	497.262484	CH(O)N	unclassified	0	0	0	0	0	0.000128683	0	0	0	0	0	0	0.00274745	5.37E-05	0	0	0	0	0.010181586	0.000374035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H40N4S	428.297367	CH(O)NS	lipids	0	0	0	0	0	0.000115006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H40O10	500.26215	CH(O)	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000210962	0	0	0	0	0.000231052	0.000202245	0	0	0.000130881	0
C25H40O11	516.257065	CH(O)	unclassified	0.000374033	0.000430582	0.000401889	0	0.000387455	0.000362283	0	0	0	0	0	6.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135756	0	0	0	0	0	0	0	0	0	0
C25H40O12	532.25198	CH(O)	unclassified	0.000478918	0.00059361	0.00053776	0.000706588	0.000652209	0.000559428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H40O13	548.246895	CH(O)	unclassified	0	0	0	0	0	0	0	0	0	0.000163535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H40O14	564.24181	CH(O)	unclassified	0	0.000509788	0.000474592	0.000436051	0	0	0	0	9.73E-05	9.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H40O15	580.236725	CH(O)	unclassified	0.000171722	0.000249003	0.000222732	0.00029659	0.000274582	0.00026971	0	4.39E-05	0.000145335	0	0	5.96E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H40O5	420.287575	CH(O)	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014493	4.22E-05	0	0	9.41E-05	0	0	0	0	0	0	0	4.52E-05	0	0	0	3.63E-05	0	0.000122197	0	0	0	0	0	0	0	0	0	0
C25H40O6	436.28249	CH(O)	lipids	0	0	0	0	0	0	0	0	0	0	0	0	3.56E-05	0.000130769	4.84E-05	5.90E-05	5.58E-05	0	8.91E-05	0.000423345	0.000106254	0.000123431	0.000184105	0	0	0.000107738	3.78E-05	0.000214705	0.000123343	5.89E-05	0	0.000646361	8.19E-05	0.000160107	0.000315879	0.000305449	0.0004172	0.000880748	0.001153038	0.000609853	0.000357133	0.000786129	0.000738853	0.000859394	0.000279374	0.000504076	0.000303155	0.001078452
C25H40O6N2	464.288638	CH(O)N	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0.000103548	0	0	0	0	3.16E-05	0.000506963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H40O7	452.277405	CH(O)	lipids	0	0	0	0	0	0	0	4.83E-05	0	4.23E-05	5.87E-05	0	4.89E-05	6.03E-05	0.000140909	7.33E-05	0.000102874	7.08E-05	0.000181898	0.000159233	0.000435158	0.000384893	0.000332828	0.000202746	7.21E-05	5.25E-05	0.000122497	8.18E-05	6.10E-05	6.14E-05	0.000191244	0.000132348	0.000253501	9.77E-05	0.000110974	7.10E-05	0.000147171	0.000147824	0.000207207	0	0.000181328	0	0.000302039	0.000183243	0.000276893	0.000199181	0.000268985	0.000248945
C25H40O8	468.27232	CH(O)	unclassified	0	0	0	0	0	0	0	5.52E-05	0	0	5.34E-05	7.62E-05	4.41E-05	4.10E-05	6.23E-05	8.68E-05	5.83E-05	3.97E-05	0.000127229	0.000111159	0.000204156	0.000253078	0.000228014	0.000106716	4.83E-05	3.54E-05	5.56E-05	5.91E-05	4.51E-05	0	0.000129074	5.44E-05	0.000178498	6.28E-05	6.16E-05	4.43E-05	8.62E-05	0	0	0	0.000188061	0	0.00013032	0	0.000174209	0	0	0
C25H40O9	484.267235	CH(O)	unclassified	0	0	0	0	0	0	4.53E-05	7.23E-05	0	0	0	6.83E-05	4.30E-05	4.45E-05	5.18E-05	6.51E-05	5.00E-05	3.99E-05	0.000107798	0.000100921	0.000187554	0.000298702	0.00019985	0.000116803	5.20E-05	0	4.50E-05	0	4.20E-05	0	6.39E-05	0	9.63E-05	6.16E-05	3.54E-05	3.27E-05	0	0.000258888	0.000188054	0	0	0	0.000189416	0.000250579	0	0	0	0
C25H40O9S2	548.211377	CH(O)S	unclassified	0	0	0	0	0	0	0	0	0	0	4.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H40S	372.285071	CH(O)S	lipids	0	0	0	0	0	0	0	0	0	0	0	3.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H41O5PS	484.241233	CH(O)PS	lipids	0	0	0	0	0	0	0	6.76E-05	0	0	0	0.000131447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H41O7N	467.288304	CH(O)N	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0.000256296	0	0	0	0	0	0.001351484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H41O8N	483.283219	CH(O)N	unclassified	0	0	0	0	0	0	6.16E-05	0	0	0	0	0	0.014977467	0.000126578	4.46E-05	0	0	0	0.054500569	0.001079501	0.000315365	0.0001479	6.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H41O9N	499.278134	CH(O)N	unclassified	0	0	0	0	0	0	0.000105242	4.52E-05	0	0	0	0	0.008704147	0.000145243	0	0	0	0	0.026454212	0.000936126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H42O10	502.2778	CH(O)	unclassified	0	0	0	0.000307635	0	0	0	3.65E-05	0	4.01E-05	0	4.89E-05	0	0	0	0	0	0	0	0	0	6.98E-05	8.12E-05	3.92E-05	0	0	0	0	0	0	0	3.60E-05	0	0	0	0	0	0	0.000139205	0	0	0	0	0	0	0	0	0
C25H42O11	518.272715	CH(O)	unclassified	0.000979056	0.001146749	0.001087296	0.001384316	0.001098554	0.00092717	0	5.05E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H42O13	550.262545	CH(O)	unclassified	0.000127677	0.000155811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H42O14	566.25746	CH(O)	unclassified	0	0	0	0	0.000180609	0.000179668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H42O16	598.24729	CH(O)	unclassified	0	0.000129739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H42O17	614.242205	CH(O)	carbohydrates	0	0	0	0	0	0.000132023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H42O21	678.221865	CH(O)	carbohydrates	0	0	0	0	0	0	0	0	0.000160717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H42O4	406.30831	CH(O)	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.91E-05	4.55E-05	0.000120578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H42O5	422.303225	CH(O)	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144271	0	0	0	0	5.41E-05	0.000433379	7.06E-05	7.38E-05	7.25E-05	0.000186249	0	0.000163772	0	0.000262749	0.000130102	7.92E-05	0	0.000250116	0	8.82E-05	0.000192129	0.000106202	9.40E-05	0.000415587	0.000342315	0.000560545	0.000740235	0.000545963	0.000488486	0.00109504	0.000372041	0.000298676	0.000572576	0.00058503
C25H42O6	438.29814	CH(O)	lipids	0	0	0	0	0	0	7.99E-05	4.09E-05	0	6.58E-05	6.67E-05	0	0.000117174	0.000601463	8.95E-05	0.000265506	0.000188321	6.97E-05	0.00056479	0.002975104	0.000355993	0.000271346	0.001208239	0.001055141	8.52E-05	0.000808286	0.000111798	0.001692823	0.000993198	0.000307954	0.00028436	0.002162203	0.000271841	0.00098697	0.001515195	0.000852694	0.00098844	0.001857753	0.000694245	0.000558209	0.000391179	0.000714372	0.001767841	0.000908611	0	0.000355448	0.000503698	0.000923618
C25H42O7	454.293055	CH(O)	lipids	0	0	0	0	0	0	6.21E-05	6.91E-05	0	5.32E-05	0	4.62E-05	0.00010874	0.000109364	0.000707496	0.000203568	0.000332673	0.000282359	0.000715807	0.000369253	0.002168081	0.001636296	0.001600502	0.000727021	0.000321013	7.63E-05	0.000596618	0.000107616	0.000130269	0.000177462	0.002336643	0.000269575	0.001589112	0.000132816	0.000250039	0.000152296	0.000372879	0	0	0	0	0	0.00038023	0	0	0	0.000141816	0
C25H42O8	470.28797	CH(O)	unclassified	0	0	0	0	0	0	7.22E-05	7.37E-05	8.68E-05	6.43E-05	4.82E-05	0	6.82E-05	6.41E-05	0.0001196	0.000113952	0.000107457	0.000129579	0.000298459	0.000173748	0.000531548	0.000600983	0.000464073	0.00048566	0.000136606	4.74E-05	0.000107501	7.04E-05	7.74E-05	9.69E-05	0.000453446	6.70E-05	0.000359553	8.55E-05	6.55E-05	7.47E-05	0.000160765	0	0	0	0	0	0.000155013	0	0	0	0	0
C25H42O9	486.282885	CH(O)	unclassified	0	0	0	0	0	0	4.29E-05	0	8.73E-05	6.77E-05	5.68E-05	0	0	0	9.06E-05	0.000105155	6.59E-05	5.98E-05	0.00017703	0.000141128	0.000363538	0.000560348	0.000430445	0.000206806	6.70E-05	0	6.21E-05	0	5.34E-05	4.23E-05	0.000109452	4.49E-05	0.000130727	8.73E-05	4.86E-05	3.30E-05	0	0	0	0.000170946	0.000222605	0	0	0.000201556	0	0	0	0
C25H43O6PS	502.251798	CH(O)PS	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20E-05	0	0	0	0	0	0	0	0	0	0	0
C25H43O7N	469.303954	CH(O)N	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	5.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H43O8N3	513.305017	CH(O)N	protein or amino sugars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000147434	0	0	0	0
C25H43ON3S2	465.284754	CH(O)NS	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H44O10	504.29345	CH(O)	unclassified	0	0.000217722	0.000214632	0	0.000206569	0.000178973	4.29E-05	4.83E-05	0	0	3.96E-05	4.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192068	0.000228911	0	0	0	0.000200554	0.000177737	0.000229031	0	0	0
C25H44O11	520.288365	CH(O)	unclassified	0	0	0	0	0	0	3.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H44O12	536.28328	CH(O)	unclassified	0.000125808	0.000143902	0	0.000121325	0	0.000137955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H44O14	568.27311	CH(O)	unclassified	0	0	0	0	0	0	0.000176496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H44O15	584.268025	CH(O)	unclassified	0	0	0.000121087	0	0	0.000130477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H44O21N2S	740.215734	CH(O)NS	carbohydrates	0	0	0	0	0.000163555	0	4.29E-05	0	0	0	6.22E-05	0.000101752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H44O23	712.227345	CH(O)	carbohydrates	0	0	0	0.000143205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H44O27	776.207005	CH(O)	carbohydrates	0	0	0	0	0	0.000145108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H44O3S	424.301116	CH(O)S	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000112794	6.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H44O6	440.31379	CH(O)	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42E-05	0	0	3.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H44O7	456.308705	CH(O)	lipids	0	0	0	0	0	0	0	0	0	0	0	0	3.81E-05	0	0	0	0	0	6.48E-05	0	7.12E-05	8.93E-05	6.57E-05	0	0	4.01E-05	0	0	0	0	0	0	3.74E-05	0	0	0	8.58E-05	0	0.000148632	0	0.000162569	0	0	0	0	0	0.000159013	0
C25H44O8	472.30362	CH(O)	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H44O9	488.298535	CH(O)	unclassified	0	0	0	0	0	0	0	0	0	0	0	3.89E-05	3.37E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H44O9S	520.270606	CH(O)S	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	3.12E-05	0	0	0	0	0	0	0	6.83E-05	0	0	0	0	0	3.36E-05	0	0	0	0	3.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H45O6N	455.324689	CH(O)N	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H45O7N	471.319604	CH(O)N	lipids	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	0	0	0	0	0	0	0	7.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H45O7NS	503.291675	CH(O)NS	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.26E-05	6.30E-05	0	0	6.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H45O8N	487.314519	CH(O)N	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	5.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H45O8NS	519.28659	CH(O)NS	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24E-05	0.00010195	0	0	0	5.60E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H45O8NS2	551.258661	CH(O)NS	unclassified	0	0	0	0	0	0	0	0	0	4.06E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H45ON3	403.356262	CH(O)N	lipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221419
C25H45ON3S2	467.300404	CH(O)NS	lipids	0	0	0	0	0	0	0	0	0	4.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H45ONS2	439.294256	CH(O)NS	lipids	0	0	0	0.000103015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H46O10	506.3091	CH(O)	unclassified	0.00014767	0	0	0.000205656	0	0	0	6.62E-05	0	6.29E-05	7.27E-05	0	0	0	0	0	0	0	0	0	8.49E-05	0	0	0.00019989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H46O11	522.304015	CH(O)	unclassified	0	0	0	0.000169789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000207359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H46O12	538.29893	CH(O)	unclassified	0	0	0.000137769	0.000137971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H46O12N2	566.305078	CH(O)N	protein or amino sugars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.67E-05	0	0	0	0	0	0	0	0	0	0	0
C25H46O14	570.28876	CH(O)	unclassified	0	0.000128042	0.000165477	0.000123377	0.000129953	0.000177079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H46O28	794.21757	CH(O)	carbohydrates	0	0	0	0	0	0	0	0	0	0	0	4.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H46O4N4	466.351906	CH(O)N	lipids	0	0	0	0.000109412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H46O7	458.324355	CH(O)	lipids	0	0	0	0	0	0	0	0	0	0	0	0	4.41E-05	0	0	4.61E-05	0	0	0	4.05E-05	0	6.86E-05	6.01E-05	4.10E-05	0	0	0	0	0	0	0	0	0	0	2.93E-05	0	0	0.000121125	0	0	0	0	0	0	0	0	0	0
C25H46O8	474.31927	CH(O)	unclassified	0	0	0	0	0	0	7.82E-05	9.55E-05	0	0.000122985	9.62E-05	0	0	0	4.53E-05	0	3.89E-05	3.31E-05	0	0	0.000143844	0.000181054	0.000108074	0.000118745	0	0	3.27E-05	0	0	0	4.78E-05	4.46E-05	0	7.18E-05	3.95E-05	4.69E-05	7.06E-05	0	0	0	0	0	0	0	0	0	0	0
